source,target,score.1,Hits,Score,data_source_x,TAXRANK_target,TAXRANK_source,data_source_y,relations,compare
MALLOTUS,VILLOSUS,13.99,12.0,13.99,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
MARGARISCUS,MARGARITA,13.99,6.0,13.99,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
MELANOGRAMMUS,AEGLEFINUS,13.96,21.0,13.96,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
MENIDIA,BERYLLINA,12.19,2.0,12.19,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
MENIDIA,MENIDIA,13.86,10.0,13.86,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
MERGUS,MERGANSER,13.97,28.0,13.97,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
MERLUCCIUS,MERLUCCIUS,13.99,4.0,13.99,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
MICROGOBIUS,GULOSUS,11.75,2.0,11.75,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
MICROPTERUS,DOLOMIEU,13.69,52.0,13.69,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
MICROPTERUS,PUNCTULATUS,11.2,6.0,11.2,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
MISGURNUS,ANGUILLICAUDATUS,13.94,13.0,13.94,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
MISGURNUS,FOSSILIS,11.09,1.0,11.09,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
MORONE,CHRYSOPS,12.57,16.0,12.57,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
MORONE,SAXATILIS,13.75,52.0,13.75,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
MOXOSTOMA,ERYTHRURUM,12.49,3.0,12.49,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
MOXOSTOMA,MACROLEPIDOTUM,13.26,6.0,13.26,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
MOXOSTOMA,VALENCIENNESI,11.99,2.0,11.99,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
MUGIL,CEPHALUS,11.64,10.0,11.64,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
MUSTELA,VISON,13.67,2.0,13.67,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
MYLOCHEILUS,CAURINUS,13.99,6.0,13.99,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
MYOXOCEPHALUS,SCORPIUS,13.37,34.0,13.37,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
MYOXOCEPHALUS,THOMPSONII,13.11,27.0,13.11,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
NANNOPERCA,AUSTRALIS,13.62,37.0,13.62,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
NEOCHANNA,APODA,12.68,1.0,12.68,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
NEOCHANNA,BURROWSIUS,12.68,1.0,12.68,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
NEOCHANNA,DIVERSUS,13.41,2.0,13.41,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
NEOGOBIUS,KESSLERI,8.54,1.0,8.54,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
NEOGOBIUS,MELANOSTOMUS,13.94,83.0,13.94,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
NEOLAMPROLOGUS,PULCHER,13.99,1.0,13.99,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
NEOVISON,VISON,13.0,1.0,13.0,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
NOCOMIS,BIGUTTATUS,13.83,4.0,13.83,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
NOCOMIS,MICROPOGON,12.41,1.0,12.41,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
NOTEMIGONUS,CRYSOLEUCAS,13.94,12.0,13.94,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
NOTROPIS,BLENNIUS,10.6,2.0,10.6,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
NOTROPIS,BUCCATUS,11.15,3.0,11.15,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
NOTROPIS,BUCHANANI,10.6,2.0,10.6,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
NOTROPIS,DORSALIS,10.6,2.0,10.6,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
NOTROPIS,HUDSONIUS,12.79,11.0,12.79,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
NOTROPIS,PHOTOGENIS,9.64,1.0,9.64,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
NOTROPIS,RUBELLUS,10.6,2.0,10.6,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
NOTROPIS,STRAMINEUS,11.8,5.0,11.8,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
NOTROPIS,TEXANUS,10.51,2.0,10.51,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
NOTROPIS,VOLUCELLUS,12.25,7.0,12.25,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
NOTURUS,FLAVUS,13.41,1.0,13.41,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
ONCORHYNCHUS,CLARKII,8.02,11.0,8.02,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
ONCORHYNCHUS,GORBUSCHA,10.23,52.0,10.23,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
ONCORHYNCHUS,KETA,10.35,57.0,10.35,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
ONCORHYNCHUS,KISUTCH,11.99,196.0,11.99,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
ONCORHYNCHUS,MYKISS,13.36,663.0,13.36,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
ONCORHYNCHUS,NERKA,11.9,182.0,11.9,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
ONCORHYNCHUS,TSHAWYTSCHA,11.71,156.0,11.71,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
OPSOPOEODUS,EMILIAE,13.0,1.0,13.0,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
OSMERIDAE,OSMERUS,13.41,1.0,13.41,WEB corpus, GENUS, FAMILY,VTO ontology,is_a,both
OSMERUS,EPERLANUS,13.31,34.0,13.31,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
OSMERUS,MORDAX,13.3,40.0,13.3,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
PAGRUS,AURATUS,11.96,9.0,11.96,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
PANDION,HALIAETUS,13.99,3.0,13.99,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
PARALICHTHYS,DENTATUS,12.96,11.0,12.96,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
PARALICHTHYS,LETHOSTIGMA,9.87,1.0,9.87,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
PARALICHTHYS,OLIVACEUS,13.62,22.0,13.62,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
PERCA,FLAVESCENS,12.41,136.0,12.41,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
PERCA,FLUVIATILIS,10.73,531.0,10.73,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
PERCICHTHYS,TRUCHA,13.99,8.0,13.99,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
PERCIFORMES,MORONIDAE,11.83,1.0,11.83,WEB corpus, FAMILY, ORDER,VTO ontology,is_a,both
PERCIFORMES,PERCICHTHYIDAE,12.19,1.0,12.19,WEB corpus, FAMILY, ORDER,VTO ontology,is_a,both
PERCIFORMES,SCIAENIDAE,13.54,4.0,13.54,WEB corpus, FAMILY, ORDER,VTO ontology,is_a,both
PERCINA,CAPRODES,11.99,2.0,11.99,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
PERCINA,COPELANDI,11.99,2.0,11.99,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
PERCINA,EVIDES,11.09,1.0,11.09,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
PERCINA,MACULATA,12.92,5.0,12.92,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
PERCINA,NIGROFASCIATA,11.09,1.0,11.09,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
PERCINA,PHOXOCEPHALA,11.09,1.0,11.09,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
PETROMYZON,MARINUS,13.96,245.0,13.96,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
PHALACROCORAX,ARISTOTELIS,13.41,1.0,13.41,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
PHALACROCORAX,CARBO,13.41,1.0,13.41,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
PHENACOBIUS,MIRABILIS,13.99,2.0,13.99,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
PHOXINUS,EOS,10.3,2.0,10.3,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
PHOXINUS,ERYTHROGASTER,10.3,2.0,10.3,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
PHOXINUS,PHOXINUS,13.89,46.0,13.89,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
PIMEPHALES,NOTATUS,12.85,12.0,12.85,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
PIMEPHALES,PROMELAS,13.61,23.0,13.61,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
PIMEPHALES,VIGILAX,9.79,1.0,9.79,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
PLATICHTHYS,FLESUS,13.8,7.0,13.8,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
PLATICHTHYS,STELLATUS,11.83,1.0,11.83,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
PLATYGOBIO,GRACILIS,13.99,1.0,13.99,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
PLECOGLOSSUS,ALTIVELIS,13.99,9.0,13.99,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
PLEURONECTES,PLATESSA,13.81,22.0,13.81,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
PODICEPS,CRISTATUS,13.99,7.0,13.99,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
POECILIA,LATIPINNA,13.0,7.0,13.0,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
POECILIA,RETICULATA,13.59,14.0,13.59,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
POMATOSCHISTUS,MICROPS,11.0,1.0,11.0,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
POMATOSCHISTUS,MINUTUS,13.94,14.0,13.94,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
POMOXIS,ANNULARIS,13.0,12.0,13.0,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
POMOXIS,NIGROMACULATUS,13.57,23.0,13.57,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
PORICHTHYS,NOTATUS,10.82,1.0,10.82,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
PROCHILODUS,LINEATUS,13.99,2.0,13.99,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
PROSOPIUM,COULTERII,12.07,5.0,12.07,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
PROSOPIUM,CYLINDRACEUM,12.45,6.0,12.45,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
PROSOPIUM,WILLIAMSONI,13.55,18.0,13.55,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
PROTERORHINUS,MARMORATUS,13.47,9.0,13.47,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
PROTERORHINUS,SEMILUNARIS,11.54,1.0,11.54,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
PSEUDOBARBUS,BURCHELLI,13.99,1.0,13.99,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
PSEUDOCHONDROSTOMA,POLYLEPIS,13.41,1.0,13.41,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
PSEUDOPLEURONECTES,AMERICANUS,13.49,13.0,13.49,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
PSEUDORASBORA,PARVA,13.73,5.0,13.73,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
PTYCHOCHEILUS,GRANDIS,12.71,8.0,12.71,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
PTYCHOCHEILUS,LUCIUS,8.65,5.0,8.65,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
PTYCHOCHEILUS,OREGONENSIS,13.55,18.0,13.55,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
PUNGITIUS,PUNGITIUS,13.83,45.0,13.83,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
PYGOCENTRUS,NATTERERI,13.99,1.0,13.99,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
PYLODICTIS,OLIVARIS,13.99,7.0,13.99,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
RANA,SYLVATICA,11.47,2.0,11.47,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
RANA,TEMPORARIA,13.88,12.0,13.88,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
RHINICHTHYS,ATRATULUS,13.03,12.0,13.03,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
RHINICHTHYS,CATARACTAE,13.08,13.0,13.08,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
RHINICHTHYS,OSCULUS,12.41,7.0,12.41,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
RHINICHTHYS,UMATILLA,11.3,3.0,11.3,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
RHINOGOBIUS,BRUNNEUS,13.67,2.0,13.67,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
RHINOGOBIUS,GIURINUS,13.0,1.0,13.0,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
RHODEUS,AMARUS,12.41,1.0,12.41,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
RHODEUS,OCELLATUS,10.75,1.0,10.75,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
RHODEUS,SERICEUS,13.58,3.0,13.58,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
RICHARDSONIUS,BALTEATUS,13.99,11.0,13.99,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
RUTILUS,RUBILIO,6.95,1.0,6.95,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
RUTILUS,RUTILUS,10.455,259.0,10.455,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
SALMO,SALAR,13.29,750.0,13.29,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
SALMO,TRUTTA,13.25,728.0,13.25,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
SALMONIDAE,COREGONUS,12.07,5.0,12.07,WEB corpus, GENUS, FAMILY,VTO ontology,is_a,both
SALMONIDAE,ONCORHYNCHUS,10.41,1.0,10.41,WEB corpus, GENUS, FAMILY,VTO ontology,is_a,both
SALMONIDAE,SALMO,12.27,5.0,12.27,WEB corpus, GENUS, FAMILY,VTO ontology,is_a,both
SALMONIDAE,SALVELINUS,10.0,1.0,10.0,WEB corpus, GENUS, FAMILY,VTO ontology,is_a,both
SALMONIDAE,THYMALLUS,10.41,1.0,10.41,WEB corpus, GENUS, FAMILY,VTO ontology,is_a,both
SALMONIFORMES,SALMONIDAE,12.07,5.0,12.07,WEB corpus, FAMILY, ORDER,VTO ontology,is_a,both
SALVELINUS,ALPINUS,13.47,579.0,13.47,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
SALVELINUS,CONFLUENTUS,9.4,23.0,9.4,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
SALVELINUS,FONTINALIS,12.88,209.0,12.88,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
SALVELINUS,MALMA,10.76,61.0,10.76,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
SALVELINUS,NAMAYCUSH,12.24,189.0,12.24,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
SANDER,CANADENSIS,10.23,6.0,10.23,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
SANDER,LUCIOPERCA,13.32,85.0,13.32,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
SANDER,VITREUS,12.97,46.0,12.97,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
SCAPHIRHYNCHUS,ALBUS,13.99,1.0,13.99,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
SCARDINIUS,ERYTHROPHTHALMUS,13.94,47.0,13.94,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
SCIAENOPS,OCELLATUS,13.88,12.0,13.88,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
SEMOTILUS,ATROMACULATUS,13.96,19.0,13.96,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
SERIPHUS,POLITUS,13.99,2.0,13.99,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
SICYOPTERUS,STIMPSONI,13.99,1.0,13.99,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
SILLAGO,CILIATA,13.99,1.0,13.99,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
SILURIFORMES,ARIIDAE,12.68,1.0,12.68,WEB corpus, FAMILY, ORDER,VTO ontology,is_a,both
SILURIFORMES,CLARIIDAE,12.41,1.0,12.41,WEB corpus, FAMILY, ORDER,VTO ontology,is_a,both
SILURIFORMES,ICTALURIDAE,11.83,1.0,11.83,WEB corpus, FAMILY, ORDER,VTO ontology,is_a,both
SILURIFORMES,TRICHOMYCTERIDAE,12.41,1.0,12.41,WEB corpus, FAMILY, ORDER,VTO ontology,is_a,both
SILURUS,ASOTUS,10.6,2.0,10.6,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
SILURUS,GLANIS,13.92,38.0,13.92,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
SOLEA,SOLEA,13.99,12.0,13.99,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
SPARUS,AURATA,13.96,19.0,13.96,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
SPHOEROIDES,ANNULATUS,13.99,1.0,13.99,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
SQUALIUS,CAROLITERTII,13.08,9.0,13.08,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
SQUALIUS,CEPHALUS,11.83,13.0,11.83,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
SQUALIUS,PYRENAICUS,11.24,2.0,11.24,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
STEGASTES,PARTITUS,13.99,2.0,13.99,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
THALASSOMA,BIFASCIATUM,13.99,4.0,13.99,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
THYMALLUS,ARCTICUS,13.24,72.0,13.24,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
THYMALLUS,THYMALLUS,10.52,96.0,10.52,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
TILAPIA,GUINEENSIS,11.19,1.0,11.19,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
TILAPIA,RENDALLI,13.33,6.0,13.33,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
TILAPIA,ZILLII,12.09,2.0,12.09,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
TINCA,TINCA,13.92,37.0,13.92,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
TRIDENTIGER,OBSCURUS,13.99,2.0,13.99,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
TRINECTES,MACULATUS,11.67,1.0,11.67,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
UMBRA,LIMI,13.67,6.0,13.67,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
URSUS,ARCTOS,13.99,4.0,13.99,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
VIMBA,VIMBA,13.41,18.0,12.69,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
XYRAUCHEN,TEXANUS,13.58,3.0,13.58,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
